site.id,study.id,citations.title,site.sitename,site.state,site.country,lat_dec,long_dec
4619,11419,Productivity as related to diversity and age in planted versus natural forests,Noergai Sichuan ,,China,33.52,103.21
4620,11419,Productivity as related to diversity and age in planted versus natural forests,Noergai Sichuan 1,,China,33.53,103.5
4621,11419,Productivity as related to diversity and age in planted versus natural forests,Noergai Sichuan 2,,China,33.5,103.58
4622,11419,Productivity as related to diversity and age in planted versus natural forests,Noergai Sichuan 3,,China,33.53,103.59
4623,11419,Productivity as related to diversity and age in planted versus natural forests,Noergai Sichuan 4,,China,33.5,103.6
4624,11419,Productivity as related to diversity and age in planted versus natural forests,north-east Sichuan ,,China,31.4,103.5
4625,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan ,,China,34.17,102.77
4626,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 1,,China,34.17,102.83
4627,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 2,,China,34.2,102.83
4628,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 3,,China,34.17,102.85
4629,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 4,,China,34.25,102.85
4630,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 5,,China,34.17,102.87
4631,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 6,,China,34.23,102.89
4632,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 7,,China,34.27,102.89
4633,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 8,,China,34.25,102.9
4634,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 9,,China,34.2,102.92
4635,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 10,,China,34.22,102.94
4636,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 11,,China,34.2,102.96
4637,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 12,,China,34.22,102.96
4638,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 13,,China,34.23,102.96
4639,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 14,,China,34.2,103
4640,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 15,,China,33.88,103.1
4641,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 16,,China,33.73,103.12
4642,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 17,,China,33.6,103.15
4643,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 18,,China,33.57,103.17
4644,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 19,,China,33.6,103.17
4645,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 20,,China,33.6,103.19
4646,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 21,,China,33.55,103.21
4647,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 22,,China,33.57,103.21
4648,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 23,,China,33.45,103.24
4649,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 24,,China,33.53,103.25
4650,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 25,,China,33.58,103.25
4651,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 26,,China,33.57,103.26
4652,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 27,,China,33.75,103.27
4653,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 28,,China,33.53,103.28
4654,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 29,,China,33.55,103.28
4655,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 30,,China,33.75,103.29
4656,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 31,,China,33.82,103.29
4657,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 32,,China,33.55,103.3
4658,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 33,,China,33.73,103.3
4659,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 34,,China,33.47,103.32
4660,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 35,,China,33.62,103.33
4661,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 36,,China,33.45,103.34
4662,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 37,,China,33.47,103.34
4663,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 38,,China,33.48,103.34
4664,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 39,,China,33.52,103.34
4665,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 40,,China,33.55,103.34
4666,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 41,,China,33.57,103.34
4667,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 42,,China,33.58,103.34
4668,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 43,,China,33.6,103.34
4669,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 44,,China,33.82,103.34
4670,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 45,,China,33.45,103.35
4671,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 46,,China,33.52,103.36
4672,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 47,,China,33.62,103.36
4673,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 48,,China,33.32,103.37
4674,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 49,,China,33.38,103.37
4675,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 50,,China,33.82,103.38
4676,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 51,,China,33.43,103.39
4677,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 52,,China,33.45,103.39
4678,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 53,,China,33.5,103.39
4679,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 54,,China,33.4,103.41
4680,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 55,,China,33.43,103.41
4681,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 56,,China,33.48,103.41
4682,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 57,,China,33.6,103.41
4683,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 58,,China,33.82,103.42
4684,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 59,,China,33.32,103.45
4685,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 60,,China,33.48,103.47
4686,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 61,,China,33.5,103.47
4687,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 62,,China,33.82,103.47
4688,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 63,,China,33.52,103.51
4689,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 64,,China,33.55,103.51
4690,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 65,,China,33.52,103.54
4691,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 66,,China,33.47,103.56
4692,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 67,,China,33.52,105.39
4693,11419,Productivity as related to diversity and age in planted versus natural forests,Nuoergai Sichuan 68,,China,33.52,105.41
4694,11419,Productivity as related to diversity and age in planted versus natural forests,Nvcheng Hunan ,,China,25.75,113.75
4695,11419,Productivity as related to diversity and age in planted versus natural forests,Nvcheng Hunan 1,,China,25.5,113.78
4696,11419,Productivity as related to diversity and age in planted versus natural forests,Pingdu Shandong ,,China,37,120
